aX,aY,aZ,gX,gY,gZ
0.174,0.332,-0.928,3.601,-13.062,-5.493
0.177,0.327,-0.970,5.981,-4.639,-3.662
0.224,0.325,-1.041,8.118,5.554,-1.038
0.269,0.327,-1.078,7.141,8.667,-0.549
0.281,0.340,-1.051,3.540,2.869,-2.930
0.246,0.362,-0.939,-1.526,-6.348,-6.592
0.186,0.378,-0.817,-3.723,-14.832,-9.521
0.130,0.378,-0.771,-1.343,-19.836,-9.094
0.101,0.373,-0.792,2.991,-16.541,-5.920
0.120,0.364,-0.865,7.080,-4.944,-2.502
0.161,0.344,-0.952,10.254,5.737,0.244
0.210,0.329,-1.015,11.047,7.263,1.465
0.249,0.301,-1.064,9.827,2.197,0.916
0.269,0.302,-1.010,4.211,-3.113,-1.831
0.225,0.342,-0.887,-2.441,-8.484,-6.348
0.147,0.346,-0.780,-3.357,-14.160,-9.094
0.109,0.354,-0.738,0.549,-16.602,-7.996
0.110,0.339,-0.801,8.240,-13.489,-4.700
0.133,0.325,-0.893,14.526,-4.150,-1.892
0.159,0.312,-0.976,17.456,2.686,-0.183
0.190,0.290,-1.048,17.700,2.197,0.977
0.231,0.289,-1.082,13.489,-2.258,1.221
0.234,0.297,-1.044,6.592,-6.531,-1.526
0.215,0.308,-0.971,0.549,-9.338,-4.822
0.191,0.331,-0.893,-2.808,-10.254,-6.104
0.167,0.332,-0.874,-1.160,-9.949,-6.165
0.167,0.331,-0.887,1.587,-7.385,-4.211
0.166,0.321,-0.891,3.601,-3.479,-2.930
0.179,0.323,-0.882,5.066,-2.441,-1.770
0.187,0.321,-0.858,6.287,-5.432,-1.526
0.169,0.319,-0.845,6.958,-9.155,-2.258
0.155,0.314,-0.860,8.362,-9.094,-2.380
0.156,0.312,-0.903,10.437,-5.493,-1.343
0.170,0.298,-0.974,12.024,-1.770,-0.427
0.197,0.294,-1.033,11.047,-0.183,0.061
0.217,0.292,-1.059,7.751,-0.610,-0.793
0.220,0.308,-1.008,2.319,-2.686,-2.502
0.203,0.319,-0.931,-2.014,-6.104,-4.211
0.193,0.316,-0.886,-2.014,-9.094,-4.700
0.183,0.325,-0.856,-0.549,-10.681,-3.967
0.171,0.332,-0.857,1.892,-8.972,-3.418

0.695,0.102,-2.016,246.094,51.941,88.318
0.644,0.058,-2.038,212.280,1.343,69.397
0.532,0.186,-1.792,166.138,-36.621,53.406
0.405,0.228,-1.527,130.432,-58.838,42.175
0.344,0.291,-1.300,113.159,-56.213,36.255
0.279,0.339,-1.178,106.445,-36.194,30.823
0.258,0.335,-1.200,109.863,-16.663,29.541
0.269,0.335,-1.226,109.436,-2.502,29.907
0.266,0.336,-1.213,102.661,-2.869,27.588
0.223,0.321,-1.185,94.849,-13.550,23.987
0.191,0.320,-1.149,85.815,-22.644,21.851
0.166,0.327,-1.122,78.247,-23.926,20.447
0.115,0.304,-1.058,71.594,-20.569,18.616
0.110,0.266,-1.043,70.374,-17.029,19.287
0.133,0.227,-1.069,74.097,-12.573,22.400
0.155,0.181,-1.133,79.529,-9.277,24.536
0.234,0.146,-1.238,86.792,-2.930,27.039
0.310,0.157,-1.314,90.271,1.404,25.879
0.311,0.141,-1.422,89.844,-5.920,19.348
0.265,0.146,-1.491,78.735,-17.151,14.160
0.214,0.184,-1.373,50.720,-23.315,11.597
0.182,0.172,-1.133,23.926,-25.452,9.338
0.174,0.189,-1.018,12.024,-22.400,6.042
0.182,0.160,-1.029,15.198,-10.193,5.432
0.223,0.156,-1.109,21.790,5.249,7.019
0.265,0.143,-1.204,26.428,10.559,8.667
0.318,0.130,-1.243,25.391,3.723,7.690
0.306,0.162,-1.169,15.686,-9.094,3.601
0.235,0.167,-1.027,3.906,-22.095,-1.587
0.167,0.186,-0.945,-1.831,-26.062,-4.089
0.114,0.203,-0.892,-2.380,-20.264,-4.333
0.082,0.198,-0.874,0.305,-10.986,-3.296
0.097,0.174,-0.909,6.409,-1.709,0.061
0.140,0.159,-0.993,12.695,2.502,3.967
0.176,0.135,-1.080,15.503,0.732,5.737
0.201,0.120,-1.131,13.184,-2.441,4.883
0.214,0.095,-1.169,8.789,-4.456,2.686
0.241,0.093,-1.200,3.296,-3.174,0.671
0.275,0.125,-1.160,-4.272,-1.221,-1.953
0.258,0.186,-1.046,-12.146,-4.089,-6.714
0.190,0.216,-0.903,-17.822,-12.451,-11.108
0.110,0.219,-0.773,-20.020,-18.372,-11.047
0.081,0.217,-0.724,-15.076,-17.334,-7.690
0.099,0.211,-0.750,-5.432,-8.545,-4.028
0.126,0.183,-0.841,5.493,2.319,-1.404
0.155,0.148,-0.955,12.573,8.423,0.732
0.209,0.116,-1.053,14.160,8.484,2.869
0.259,0.115,-1.106,9.460,4.822,2.380
0.274,0.121,-1.090,2.625,-0.671,-0.977
0.246,0.139,-1.028,-3.296,-6.165,-5.859
0.193,0.150,-0.974,-6.042,-9.521,-9.644
0.151,0.157,-0.945,-5.981,-10.620,-10.986
0.135,0.167,-0.957,-4.089,-9.277,-10.132
0.131,0.166,-0.972,-2.625,-6.348,-8.545
0.129,0.182,-0.976,-2.808,-3.418,-7.202
0.144,0.190,-0.967,-3.235,-2.380,-5.798
0.143,0.196,-0.953,-4.150,-4.272,-5.432
0.145,0.206,-0.923,-5.432,-7.324,-4.944
0.136,0.215,-0.896,-5.798,-9.644,-4.333
0.128,0.210,-0.881,-4.517,-9.583,-3.601
0.133,0.201,-0.890,-2.380,-7.019,-3.052
0.143,0.188,-0.920,0.427,-3.784,-2.258
0.158,0.180,-0.959,2.991,-0.366,-1.648
0.182,0.179,-0.981,3.967,0.793,-1.526
0.185,0.177,-0.997,3.906,-0.916,-2.686
0.183,0.175,-0.994,2.502,-3.113,-3.723
0.184,0.191,-0.972,0.671,-4.395,-3.906
0.166,0.186,-0.955,-0.366,-6.042,-4.517
0.147,0.199,-0.929,-1.770,-7.141,-4.761
0.137,0.190,-0.929,-0.610,-7.080,-4.028
0.149,0.184,-0.941,1.038,-5.432,-2.930
0.168,0.183,-0.965,2.075,-2.869,-2.686
0.186,0.189,-0.989,3.052,-1.526,-3.357
0.191,0.195,-0.993,3.296,-2.563,-4.456
0.173,0.193,-0.974,1.892,-5.554,-5.737
0.157,0.187,-0.955,0.427,-8.057,-5.981
0.150,0.194,-0.947,-0.122,-9.155,-5.798
0.146,0.191,-0.956,0.977,-8.484,-5.798
0.136,0.191,-0.977,2.441,-5.737,-5.981
0.142,0.184,-0.985,2.808,-2.502,-5.493
0.159,0.196,-0.990,2.441,-1.526,-4.944
0.163,0.194,-0.981,2.319,-3.235,-5.127
0.157,0.188,-0.971,1.892,-5.493,-5.554
0.154,0.195,-0.967,0.610,-5.859,-5.920
0.141,0.202,-0.960,0.000,-5.615,-6.531
0.134,0.194,-0.961,0.977,-5.554,-6.226
0.137,0.178,-0.985,1.526,-5.005,-5.005
0.163,0.182,-0.997,0.549,-3.174,-3.540
0.183,0.187,-0.986,-1.099,-2.197,-3.845
0.176,0.195,-0.956,-1.648,-3.967,-5.188
0.152,0.212,-0.915,-2.258,-7.629,-5.798
0.133,0.205,-0.881,-2.075,-11.414,-5.249
0.129,0.214,-0.863,-0.549,-12.451,-4.700
0.127,0.203,-0.885,3.601,-9.460,-4.395
0.136,0.193,-0.922,7.629,-4.761,-4.150
0.145,0.180,-0.966,9.949,-2.380,-3.540
0.163,0.174,-1.009,10.010,-2.808,-3.296
0.178,0.181,-1.026,7.324,-4.211,-3.906
0.178,0.183,-1.024,4.944,-5.310,-5.188
0.168,0.188,-1.008,3.296,-6.104,-6.348
0.158,0.194,-0.973,1.343,-6.470,-6.714
0.146,0.209,-0.934,-0.305,-7.019,-6.897
0.126,0.215,-0.911,-0.183,-7.446,-6.287
0.129,0.209,-0.915,1.831,-6.653,-5.066
0.137,0.205,-0.940,4.089,-4.211,-4.028
0.154,0.196,-0.972,5.493,-2.136,-3.174
0.165,0.187,-0.993,5.493,-2.136,-3.052
0.170,0.183,-0.998,4.028,-3.723,-3.174
0.173,0.191,-1.001,2.136,-5.249,-3.479
0.167,0.191,-0.996,0.427,-5.493,-4.395
0.159,0.193,-0.997,0.000,-4.761,-5.005
0.156,0.196,-1.001,-0.366,-3.723,-4.944
0.154,0.199,-0.997,-1.404,-3.296,-4.822
0.156,0.206,-0.980,-2.869,-3.540,-5.188
0.144,0.207,-0.957,-3.174,-4.761,-5.615
0.131,0.209,-0.938,-2.563,-6.958,-5.310
0.132,0.210,-0.930,-1.465,-9.216,-4.333
0.135,0.203,-0.932,-0.366,-9.521,-3.845
0.138,0.197,-0.946,0.305,-7.080,-3.723

-0.719,-0.016,2.012,108.887,-22.400,29.602
-0.769,-0.040,2.103,149.658,-30.762,41.321
-0.829,-0.052,1.970,189.331,-36.133,57.068
-0.845,-0.049,1.732,230.591,-26.550,81.055
-0.790,-0.134,1.415,271.667,-0.610,107.788
-0.717,-0.192,1.067,300.964,29.907,134.827
-0.549,-0.175,0.743,318.176,50.232,158.142
-0.410,-0.187,0.522,334.229,54.138,176.025
-0.347,-0.178,0.353,350.952,45.471,180.847
-0.288,-0.136,0.175,362.610,27.466,178.345
-0.314,-0.091,0.017,373.047,9.888,176.392
-0.255,-0.126,-0.143,381.836,0.244,180.603
-0.286,-0.150,-0.172,384.583,2.747,188.660
-0.191,-0.167,-0.332,387.573,18.250,196.594
-0.002,-0.217,-0.630,395.508,47.668,206.787
0.228,-0.344,-1.143,390.869,67.139,217.163
0.597,-0.286,-1.525,362.061,53.345,216.919
0.663,-0.053,-1.504,309.509,12.939,193.909
0.550,0.014,-1.659,298.157,-35.400,163.391
0.427,-0.002,-1.619,266.663,-52.246,129.211
0.477,0.059,-1.646,243.652,-28.748,118.835
0.552,0.039,-1.659,230.896,26.306,119.141
0.699,0.013,-1.726,228.882,69.336,121.765
0.912,0.052,-1.877,223.938,76.843,126.770
1.061,0.075,-1.955,205.688,50.964,126.831
1.089,0.152,-2.220,185.669,8.057,110.779
1.040,0.259,-1.936,131.470,-24.902,79.529
0.852,0.375,-1.624,92.773,-53.223,49.805
0.646,0.467,-1.355,74.768,-65.857,28.564
0.513,0.507,-1.248,77.454,-57.495,24.536
0.484,0.549,-1.285,88.501,-34.973,30.579
0.496,0.563,-1.375,98.328,-14.221,37.354
0.519,0.532,-1.479,100.342,-4.089,38.025
0.549,0.493,-1.556,91.309,-6.897,32.715
0.532,0.430,-1.516,73.486,-17.822,21.973
0.440,0.422,-1.339,49.683,-33.264,8.118
0.287,0.440,-1.119,30.029,-49.927,-3.174
0.132,0.411,-0.964,22.339,-62.927,-7.629
0.041,0.371,-0.873,23.254,-60.181,-3.784
0.057,0.315,-0.868,28.076,-39.978,3.540
0.122,0.291,-0.940,34.790,-13.977,10.498
0.203,0.275,-1.002,37.964,3.601,15.076
0.296,0.268,-1.041,36.316,4.272,16.052
0.343,0.273,-1.001,27.954,-8.118,12.207
0.332,0.306,-0.899,16.785,-23.621,5.249
0.280,0.323,-0.793,9.766,-30.701,-1.648
0.219,0.336,-0.725,10.071,-27.039,-4.700
0.194,0.328,-0.749,17.334,-17.395,-2.563
0.224,0.329,-0.844,26.062,-5.981,3.235
0.283,0.325,-0.966,31.921,4.211,8.057
0.348,0.322,-1.065,33.691,9.827,9.399
0.377,0.324,-1.109,29.907,7.202,7.141
0.362,0.313,-1.122,22.949,-3.235,2.869
0.351,0.305,-1.074,13.855,-12.390,-0.916
0.311,0.319,-0.959,4.456,-15.686,-4.761
0.268,0.339,-0.871,1.709,-14.709,-6.409
0.242,0.361,-0.805,3.174,-12.634,-5.310
0.214,0.352,-0.801,8.301,-12.207,-3.418
0.215,0.333,-0.841,14.099,-9.766,-1.221
0.227,0.318,-0.864,17.212,-6.165,0.000
0.221,0.299,-0.882,18.433,-6.287,-0.244
0.214,0.280,-0.863,17.822,-9.766,-0.549
0.197,0.285,-0.837,16.602,-13.428,-0.732
0.189,0.271,-0.812,16.968,-15.015,0.000
0.177,0.291,-0.785,16.541,-14.160,1.282
0.166,0.296,-0.790,19.104,-11.780,2.991
0.165,0.278,-0.829,24.048,-8.301,5.066
0.176,0.258,-0.909,28.259,-4.822,7.690
0.224,0.231,-1.010,31.860,0.366,10.071
0.290,0.231,-1.104,32.288,6.836,11.047
0.329,0.230,-1.175,28.992,9.949,8.850
0.344,0.245,-1.205,22.888,6.836,4.761
0.344,0.247,-1.216,15.625,-1.343,2.075
0.335,0.261,-1.177,6.348,-8.972,-1.831
0.296,0.283,-1.112,-1.892,-12.024,-6.226
0.248,0.292,-1.046,-6.042,-11.780,-8.606
0.225,0.291,-0.993,-7.019,-11.414,-8.606
0.210,0.291,-0.957,-6.592,-10.864,-7.385
0.199,0.285,-0.902,-6.287,-10.498,-6.470
0.189,0.273,-0.852,-4.944,-11.780,-6.165
0.177,0.260,-0.826,-2.930,-13.977,-5.859
0.170,0.256,-0.803,-1.282,-14.648,-5.127
0.161,0.255,-0.785,0.427,-13.733,-4.578
0.156,0.243,-0.785,3.296,-12.268,-3.479
0.167,0.236,-0.818,6.836,-9.033,-1.648
0.184,0.233,-0.866,9.705,-4.333,-0.366
0.202,0.236,-0.922,12.024,-1.282,0.061
0.222,0.233,-0.982,13.000,-0.793,0.549
0.252,0.244,-1.026,11.780,-1.587,0.671
0.271,0.265,-1.035,8.179,-2.136,-0.427
0.273,0.278,-1.018,4.639,-3.418,-2.441
0.251,0.287,-0.988,1.404,-5.005,-3.845
0.244,0.302,-0.944,-1.221,-6.653,-3.967
0.233,0.298,-0.941,0.305,-7.263,-3.662
0.230,0.282,-0.965,3.052,-5.188,-3.174
0.249,0.273,-0.983,3.601,-2.502,-2.747
0.264,0.264,-0.995,3.540,-2.747,-3.296
0.268,0.250,-1.010,2.930,-4.883,-4.395
0.261,0.245,-1.013,0.061,-5.676,-5.493
0.263,0.256,-0.975,-3.845,-5.981,-6.226
0.248,0.267,-0.945,-5.920,-8.240,-7.568
0.223,0.260,-0.923,-6.104,-10.132,-8.362
0.209,0.260,-0.909,-5.676,-8.545,-7.935
0.204,0.266,-0.896,-4.517,-5.798,-6.836
0.205,0.269,-0.896,-2.808,-5.371,-5.920
0.214,0.269,-0.904,-1.038,-6.348,-5.188
0.214,0.279,-0.890,-0.977,-7.019,-5.249
0.203,0.280,-0.874,-0.977,-7.996,-5.859
0.190,0.282,-0.870,-0.427,-8.301,-6.042
0.186,0.282,-0.865,0.305,-7.507,-5.371
0.192,0.278,-0.869,1.709,-5.859,-4.395
0.193,0.272,-0.896,3.967,-4.395,-3.906
0.202,0.263,-0.931,5.432,-2.625,-2.808
0.224,0.267,-0.958,5.432,-0.793,-1.953
0.237,0.264,-0.974,4.883,-0.610,-2.502
0.243,0.265,-0.984,3.906,-2.136,-3.357
0.244,0.267,-0.984,2.258,-3.906,-4.395
0.241,0.270,-0.973,0.793,-5.310,-5.554
0.227,0.280,-0.955,-0.488,-6.226,-6.714

-0.674,0.198,1.625,162.781,-13.367,33.630
-0.673,0.153,1.468,198.730,-4.883,51.392
-0.629,0.093,1.266,232.788,4.883,69.458
-0.577,0.047,1.033,257.874,14.099,87.280
-0.549,0.019,0.782,273.682,22.583,102.600
-0.440,0.051,0.555,284.241,31.067,113.281
-0.406,0.039,0.360,300.476,40.222,122.864
-0.326,0.013,0.199,315.674,50.110,128.418
-0.257,0.052,0.094,324.646,56.152,129.211
-0.217,0.071,-0.016,328.186,53.040,124.512
-0.192,0.109,-0.143,328.186,42.969,119.080
-0.202,0.125,-0.331,331.665,31.006,118.591
-0.194,0.086,-0.548,334.106,26.794,122.986
-0.144,0.101,-0.759,326.660,36.804,128.845
-0.066,0.083,-0.872,310.303,52.917,136.292
-0.012,0.078,-0.920,287.781,60.913,143.005
0.131,0.184,-0.936,268.005,57.983,139.832
0.210,0.254,-1.012,258.911,53.833,135.071
0.243,0.206,-1.062,255.676,49.072,128.906
0.274,0.182,-1.296,264.893,59.937,123.047
0.352,0.238,-1.353,245.178,82.031,116.150
0.438,0.271,-1.378,227.356,85.205,119.995
0.525,0.245,-1.464,220.459,67.383,116.150
0.524,0.252,-1.544,203.674,36.255,106.567
0.584,0.316,-1.591,183.289,7.935,96.619
0.554,0.367,-1.575,163.818,-5.981,85.754
0.575,0.380,-1.533,148.499,-7.935,73.242
0.586,0.396,-1.505,141.663,0.732,64.514
0.562,0.495,-1.338,117.188,-1.038,55.115
0.494,0.535,-1.214,107.910,-20.996,47.241
0.379,0.549,-1.079,101.929,-44.861,37.476
0.267,0.547,-0.988,100.098,-63.782,31.860
0.170,0.510,-0.950,104.370,-67.139,29.175
0.111,0.438,-1.034,113.831,-51.392,31.372
0.166,0.370,-1.150,119.934,-16.479,38.513
0.264,0.396,-1.208,114.624,15.137,43.762
0.365,0.396,-1.246,106.567,24.475,42.114
0.365,0.403,-1.211,94.727,12.695,34.180
0.298,0.398,-1.184,84.961,-12.634,26.184
0.261,0.366,-1.184,82.214,-31.433,21.179
0.214,0.336,-1.182,80.383,-35.217,16.785
0.195,0.318,-1.223,81.909,-27.100,15.503
0.217,0.261,-1.306,83.191,-11.475,18.188
0.265,0.278,-1.379,74.097,2.380,20.386
0.309,0.280,-1.399,61.768,5.676,19.348
0.323,0.296,-1.362,47.241,-0.732,15.137
0.297,0.313,-1.269,29.846,-13.794,9.338
0.256,0.346,-1.119,12.756,-24.536,3.845
0.192,0.359,-0.988,5.066,-29.114,-0.366
0.135,0.355,-0.936,7.629,-29.236,-0.427
0.128,0.336,-0.977,14.343,-22.522,3.113
0.168,0.315,-1.035,18.738,-9.827,7.019
0.208,0.309,-1.072,18.372,2.075,7.996
0.251,0.284,-1.099,16.541,5.798,6.592
0.266,0.286,-1.107,11.841,1.038,3.723
0.250,0.278,-1.097,6.714,-6.409,-0.977
0.233,0.276,-1.073,2.258,-9.521,-5.066
0.209,0.277,-1.027,-1.770,-7.751,-7.141
0.203,0.285,-0.982,-4.211,-5.188,-6.897
0.223,0.307,-0.948,-4.456,-4.456,-5.249
0.217,0.311,-0.929,-3.357,-5.920,-5.615
0.183,0.313,-0.920,-2.930,-8.301,-6.592
0.163,0.307,-0.911,-2.747,-9.460,-6.287
0.169,0.303,-0.912,-2.319,-8.850,-5.493
0.160,0.295,-0.908,-2.014,-7.568,-5.859
0.156,0.286,-0.921,-1.648,-7.263,-5.859
0.159,0.285,-0.938,-1.709,-7.019,-4.822
0.171,0.284,-0.949,-1.526,-5.188,-4.395
0.169,0.295,-0.943,-2.075,-2.991,-5.066
0.149,0.286,-0.936,-2.380,-3.418,-6.042
0.146,0.283,-0.949,-3.052,-5.005,-5.554
0.155,0.292,-0.942,-4.578,-5.737,-4.761
0.157,0.294,-0.927,-5.432,-5.310,-5.432
0.148,0.303,-0.897,-5.859,-3.723,-6.165
0.138,0.297,-0.876,-4.456,-3.113,-6.287
0.141,0.297,-0.889,-1.953,-3.723,-4.944
0.151,0.301,-0.895,-0.610,-4.944,-3.784
0.159,0.298,-0.906,0.793,-5.798,-3.479
0.171,0.284,-0.922,1.587,-5.127,-3.418
0.188,0.288,-0.937,0.854,-3.296,-3.174
0.188,0.295,-0.937,-0.183,-1.770,-3.845
0.179,0.290,-0.947,0.244,-1.831,-4.578
0.181,0.297,-0.947,-0.366,-2.502,-4.700
0.176,0.303,-0.953,-0.732,-3.784,-5.249
0.169,0.310,-0.948,-1.160,-4.272,-6.042
0.165,0.313,-0.934,-1.587,-4.456,-6.470
0.162,0.315,-0.926,-0.977,-5.493,-6.592
0.158,0.316,-0.933,-0.488,-7.141,-6.042
0.157,0.322,-0.936,-0.732,-7.385,-5.554
0.156,0.330,-0.930,-1.343,-5.859,-5.432
0.154,0.330,-0.916,-1.404,-4.333,-6.104
0.151,0.322,-0.910,-1.038,-4.272,-6.409
0.147,0.328,-0.904,-1.038,-5.432,-6.226
0.140,0.325,-0.906,0.122,-7.019,-5.798
0.132,0.329,-0.913,1.343,-7.080,-5.737
0.123,0.324,-0.921,2.197,-6.226,-5.432
0.122,0.326,-0.927,2.563,-5.188,-4.456
0.130,0.329,-0.918,1.892,-4.883,-3.784
0.128,0.320,-0.918,1.892,-5.432,-3.662
0.131,0.319,-0.910,0.977,-5.676,-3.235
0.138,0.322,-0.891,0.549,-5.310,-2.686
0.136,0.314,-0.889,1.709,-4.578,-2.869
0.138,0.312,-0.905,3.174,-3.479,-2.502
0.146,0.311,-0.917,4.272,-2.625,-1.648
0.157,0.312,-0.930,5.371,-2.686,-1.282
0.167,0.311,-0.942,5.920,-2.869,-1.160
0.176,0.307,-0.953,5.554,-4.028,-1.831
0.172,0.310,-0.959,4.272,-5.371,-2.380
0.174,0.309,-0.948,2.563,-5.676,-2.991
0.170,0.315,-0.938,1.465,-5.310,-4.089
0.164,0.314,-0.930,1.709,-5.188,-4.822
0.159,0.312,-0.933,2.258,-4.883,-4.944
0.149,0.316,-0.928,2.136,-4.456,-4.761
0.147,0.315,-0.927,2.563,-3.845,-4.272
0.153,0.316,-0.932,3.052,-3.174,-3.967
0.153,0.313,-0.928,2.502,-3.296,-4.028
0.152,0.320,-0.915,1.221,-4.211,-4.028
0.150,0.319,-0.907,1.221,-5.249,-4.089
0.145,0.319,-0.911,1.770,-5.371,-4.333

-0.645,-0.062,1.975,169.800,-6.287,46.143
-0.657,-0.057,1.799,211.914,-0.122,62.683
-0.675,-0.101,1.578,258.362,8.240,83.252
-0.622,-0.142,1.296,303.467,24.231,103.882
-0.552,-0.202,0.940,342.590,44.434,123.840
-0.479,-0.229,0.566,369.019,64.148,141.602
-0.367,-0.190,0.191,378.052,81.299,155.090
-0.235,-0.132,-0.188,377.197,88.440,166.748
-0.143,-0.084,-0.513,364.563,85.571,167.969
-0.051,0.014,-0.778,343.140,76.477,163.391
0.016,0.150,-0.992,318.787,61.523,154.785
0.092,0.238,-1.132,294.922,44.556,144.348
0.074,0.321,-1.161,272.095,28.503,136.169
0.028,0.406,-1.150,254.028,13.306,130.554
-0.057,0.393,-1.203,245.056,8.606,133.240
0.090,0.503,-1.107,234.314,13.733,144.043
0.178,0.435,-1.305,252.563,32.471,155.884
0.300,0.421,-1.312,235.962,56.335,151.611
0.409,0.438,-1.352,217.407,69.214,152.466
0.516,0.455,-1.440,204.102,68.726,145.813
0.549,0.531,-1.411,180.420,60.547,132.812
0.588,0.549,-1.403,167.114,41.992,122.803
0.606,0.613,-1.403,156.189,25.818,111.023
0.561,0.668,-1.369,144.104,9.277,98.267
0.504,0.669,-1.403,136.047,-3.784,91.064
0.482,0.717,-1.294,128.967,-13.550,85.693
0.440,0.745,-1.263,135.376,-16.724,84.900
0.443,0.652,-1.249,129.395,-24.658,82.703
0.431,0.596,-1.297,121.887,-31.921,76.599
0.415,0.529,-1.277,107.605,-33.020,65.796
0.436,0.523,-1.211,89.050,-29.358,53.162
0.375,0.516,-1.104,70.679,-28.748,36.804
0.259,0.473,-0.963,57.007,-37.537,22.339
0.143,0.449,-0.816,49.744,-48.462,17.090
0.108,0.407,-0.750,53.345,-51.941,19.958
0.122,0.342,-0.784,64.148,-39.856,26.489
0.193,0.308,-0.862,71.777,-18.433,33.142
0.278,0.301,-0.934,74.585,0.916,36.865
0.346,0.305,-0.996,72.510,9.277,35.339
0.379,0.325,-1.022,64.758,4.700,29.175
0.329,0.342,-1.004,53.833,-7.080,20.508
0.274,0.343,-0.951,44.922,-16.541,14.832
0.256,0.367,-0.902,42.480,-16.357,14.343
0.284,0.376,-0.934,49.194,-10.803,17.578
0.318,0.391,-1.008,56.519,-4.272,20.142
0.351,0.399,-1.069,57.861,0.122,20.874
0.357,0.416,-1.091,53.406,0.427,18.250
0.330,0.416,-1.103,46.631,-4.517,13.794
0.310,0.392,-1.105,39.795,-9.399,10.315
0.276,0.373,-1.072,32.471,-10.925,8.362
0.283,0.369,-1.032,27.100,-10.498,8.850
0.302,0.377,-0.991,24.292,-9.216,9.827
0.296,0.371,-0.957,23.743,-10.132,8.972
0.287,0.352,-0.924,24.475,-11.658,7.874
0.282,0.328,-0.923,26.367,-12.634,6.958
0.295,0.308,-0.945,27.832,-11.536,6.226
0.305,0.301,-0.972,27.039,-9.216,4.517
0.298,0.298,-0.987,23.804,-7.874,2.441
0.299,0.279,-0.988,20.020,-7.568,0.732
0.284,0.290,-0.937,14.282,-7.996,-0.366
0.264,0.306,-0.875,10.803,-9.583,-1.282
0.244,0.308,-0.865,13.367,-10.620,-1.160
0.235,0.303,-0.899,17.883,-9.583,0.061
0.252,0.302,-0.942,21.118,-6.348,1.648
0.253,0.311,-0.970,22.400,-4.700,1.648
0.259,0.301,-1.014,23.926,-5.554,0.977
0.273,0.294,-1.046,22.461,-6.775,-0.061
0.270,0.300,-1.030,17.212,-8.484,-2.319
0.237,0.299,-0.979,10.559,-11.230,-5.249
0.195,0.294,-0.943,6.897,-13.611,-6.897
0.177,0.290,-0.950,7.568,-11.719,-5.493
0.180,0.290,-0.976,9.033,-6.409,-3.235
0.191,0.281,-1.006,9.949,-2.625,-0.916
0.222,0.281,-1.031,9.338,-2.441,1.221
0.244,0.282,-1.036,6.958,-4.333,1.343
0.248,0.275,-1.027,3.540,-5.981,-0.549
0.242,0.286,-0.998,-0.732,-6.104,-2.502
0.225,0.302,-0.964,-3.235,-6.653,-3.906
0.210,0.306,-0.949,-3.174,-7.751,-4.028
0.194,0.304,-0.938,-3.174,-7.874,-3.235
0.195,0.301,-0.935,-3.052,-6.775,-1.709
0.212,0.297,-0.921,-2.991,-5.493,-0.549
0.229,0.295,-0.905,-2.869,-5.188,-0.305
0.235,0.291,-0.900,-2.441,-5.371,-0.732
0.248,0.294,-0.899,-2.563,-4.883,-1.282
0.258,0.300,-0.893,-2.808,-3.540,-1.831
0.263,0.298,-0.894,-2.197,-3.235,-3.113
0.256,0.305,-0.906,-1.892,-4.395,-4.089
0.247,0.303,-0.910,-1.343,-6.104,-5.005
0.240,0.314,-0.887,-1.526,-8.179,-5.493
0.221,0.326,-0.859,-2.014,-11.414,-5.859
0.201,0.327,-0.851,-0.488,-13.489,-5.798
0.193,0.323,-0.865,1.587,-11.597,-4.944
0.209,0.323,-0.889,3.052,-6.531,-3.967
0.218,0.326,-0.917,3.296,-1.587,-3.906
0.219,0.321,-0.935,2.991,-0.488,-3.906
0.223,0.307,-0.942,2.258,-1.282,-3.906
0.228,0.309,-0.940,0.793,-1.953,-4.395
0.228,0.306,-0.941,0.183,-2.869,-5.127
0.220,0.305,-0.938,0.244,-4.211,-5.676
0.210,0.305,-0.925,0.183,-5.127,-5.798
0.208,0.307,-0.926,0.916,-5.737,-5.005
0.213,0.306,-0.941,1.587,-4.944,-4.028
0.218,0.311,-0.937,0.549,-2.991,-3.479
0.223,0.319,-0.918,-0.916,-1.892,-3.601
0.220,0.315,-0.908,-0.916,-3.113,-4.028
0.215,0.308,-0.909,-0.427,-4.456,-4.150
0.218,0.312,-0.905,-0.488,-3.845,-4.150
0.217,0.317,-0.898,-0.671,-2.747,-4.700
0.210,0.309,-0.894,0.244,-2.747,-5.066
0.211,0.311,-0.905,1.465,-2.991,-4.517
0.218,0.311,-0.918,2.197,-2.686,-4.150
0.224,0.313,-0.925,2.380,-2.319,-4.089
0.225,0.320,-0.923,1.892,-2.869,-4.333
0.224,0.319,-0.924,1.892,-4.395,-4.883
0.225,0.316,-0.934,1.587,-5.676,-5.432
0.223,0.326,-0.927,-0.305,-5.432,-5.981
0.212,0.322,-0.917,-1.343,-4.578,-7.019
0.193,0.321,-0.912,-1.465,-3.906,-7.141

0.692,0.500,-1.516,153.259,15.137,111.755
0.656,0.469,-1.548,142.578,3.967,89.600
0.645,0.556,-1.388,121.460,-10.864,70.007
0.599,0.672,-1.268,114.441,-30.945,61.462
0.497,0.706,-1.191,118.835,-46.631,51.086
0.407,0.759,-1.092,116.882,-46.753,45.166
