aX,aY,aZ,gX,gY,gZ
0.397,0.523,-0.763,26.062,-6.592,12.268
0.387,0.501,-0.794,26.367,-12.817,9.399
0.355,0.504,-0.776,22.644,-14.832,5.859
0.326,0.498,-0.777,19.653,-13.733,3.662
0.320,0.498,-0.815,19.714,-10.010,3.845
0.339,0.501,-0.854,20.081,-4.944,5.798
0.367,0.507,-0.865,19.958,-2.258,6.775
0.370,0.516,-0.836,18.127,-5.493,5.737
0.360,0.523,-0.798,17.334,-11.353,4.333
0.332,0.517,-0.761,17.456,-15.137,2.808
0.306,0.505,-0.724,17.395,-16.907,2.075
0.277,0.496,-0.693,17.761,-15.564,2.563
0.267,0.488,-0.691,20.264,-11.292,5.066
0.277,0.484,-0.704,23.987,-5.310,8.667
0.305,0.458,-0.750,28.870,-3.296,12.695
0.348,0.457,-0.812,31.738,-3.845,15.503
0.377,0.442,-0.866,33.020,-5.188,15.625
0.410,0.437,-0.886,31.616,-5.554,13.977
0.390,0.473,-0.829,24.902,-8.301,9.338
0.316,0.456,-0.770,21.118,-14.526,4.272
0.283,0.456,-0.762,21.362,-15.930,3.906
0.248,0.445,-0.751,24.353,-12.756,6.104
0.247,0.428,-0.792,29.419,-7.385,10.315
0.287,0.428,-0.859,33.630,-2.319,15.503
0.324,0.410,-0.922,35.950,0.305,18.555
0.342,0.416,-0.986,35.461,-0.061,19.348
0.393,0.408,-1.039,31.250,-0.916,18.616
0.431,0.425,-1.041,23.499,-1.587,15.320
0.427,0.436,-1.012,14.709,-3.052,8.789
0.399,0.431,-0.980,9.888,-6.897,3.479
0.387,0.423,-0.973,8.545,-7.751,1.770
0.395,0.421,-0.981,8.362,-5.432,2.136
0.396,0.422,-0.983,7.507,-3.601,1.770
0.404,0.410,-0.969,5.554,-4.150,1.038
0.392,0.409,-0.930,2.014,-6.470,-1.099
0.374,0.400,-0.883,-0.854,-8.789,-3.357
0.367,0.400,-0.831,-3.357,-9.583,-4.883
0.344,0.408,-0.773,-4.761,-9.766,-6.165
0.322,0.401,-0.745,-2.808,-10.193,-6.409
0.306,0.405,-0.745,-0.061,-10.437,-5.005
0.298,0.400,-0.747,2.197,-9.705,-3.967
0.291,0.396,-0.772,4.456,-7.507,-2.991
0.301,0.393,-0.808,6.470,-4.822,-1.526
0.324,0.403,-0.839,7.080,-2.563,-0.183
0.344,0.408,-0.858,6.592,-2.380,-0.122
0.366,0.417,-0.888,5.859,-3.906,-1.099
0.368,0.424,-0.893,3.662,-5.371,-2.502
0.353,0.438,-0.853,0.427,-5.615,-4.700
0.324,0.435,-0.803,-0.977,-6.714,-6.287
0.306,0.430,-0.767,0.793,-8.911,-6.409
0.290,0.426,-0.762,3.967,-10.925,-5.493
0.286,0.406,-0.789,7.690,-9.827,-3.479
0.318,0.402,-0.837,10.925,-4.211,-0.061
0.357,0.395,-0.884,12.085,0.183,2.075
0.385,0.393,-0.911,11.414,0.244,1.953
0.405,0.391,-0.943,9.949,-2.625,0.305
0.411,0.401,-0.946,6.531,-4.944,-2.136
0.390,0.408,-0.926,2.441,-6.042,-5.493
0.356,0.406,-0.900,-0.549,-6.653,-7.935
0.339,0.410,-0.882,-1.892,-6.348,-8.362
0.335,0.413,-0.863,-2.075,-5.310,-8.057
0.318,0.411,-0.849,-1.465,-4.883,-7.690
0.313,0.407,-0.834,-0.977,-5.066,-6.531
0.325,0.406,-0.824,-0.610,-4.761,-5.615
0.326,0.396,-0.818,-0.305,-4.944,-5.920
0.321,0.402,-0.808,-1.160,-6.165,-5.920
0.317,0.402,-0.797,-1.282,-7.141,-5.981
0.306,0.403,-0.801,-0.122,-6.836,-6.165
0.302,0.405,-0.816,1.404,-5.371,-5.676

-0.741,-0.220,2.174,97.107,-39.307,8.850
-0.794,-0.347,2.317,138.672,-48.950,20.935
-0.797,-0.532,2.350,186.096,-53.406,38.086
-0.791,-0.642,2.322,233.521,-51.025,57.678
-0.750,-0.745,2.171,285.278,-41.809,79.407
-0.684,-0.841,1.952,334.106,-26.306,96.680
-0.659,-0.853,1.672,377.197,-13.855,110.962
-0.614,-0.868,1.344,417.358,-12.512,124.878
-0.538,-0.835,0.951,454.773,-20.203,135.803
-0.513,-0.797,0.413,489.014,-36.316,147.095
-0.526,-0.809,-0.231,509.888,-55.908,152.405
-0.451,-0.716,-1.043,500.610,-55.237,151.978
-0.287,-0.555,-1.637,462.463,-28.381,146.729
-0.116,-0.378,-1.912,405.640,0.610,140.991
-0.053,-0.130,-1.947,345.581,13.794,130.737
0.007,0.052,-1.919,300.903,26.001,125.854
0.404,0.122,-2.436,305.054,53.162,145.020
0.518,0.151,-2.462,289.612,95.398,144.104
0.792,0.282,-2.496,253.540,98.267,156.006
1.119,0.393,-2.696,236.450,78.369,160.461
1.285,0.488,-2.854,212.036,50.171,137.695
1.352,0.654,-2.633,162.170,20.691,99.182
1.092,0.778,-2.141,112.976,-15.198,58.167
0.769,0.803,-1.692,75.623,-44.128,19.348
0.432,0.812,-1.357,60.120,-43.274,2.930
0.297,0.829,-1.160,55.359,-21.057,6.958
0.252,0.809,-0.878,53.162,-2.380,17.456
0.225,0.829,-1.071,67.383,2.563,24.536
0.266,0.786,-0.885,56.152,5.920,23.315
0.248,0.799,-0.859,55.054,-2.380,22.583
0.203,0.724,-0.915,61.096,-10.193,15.869
0.203,0.665,-0.948,61.279,-15.991,14.038
0.154,0.659,-0.911,54.810,-15.503,13.062
0.135,0.616,-0.897,53.650,-9.399,13.489
0.155,0.588,-0.927,54.871,1.221,17.334
0.211,0.575,-0.988,53.772,7.263,20.569
0.275,0.564,-1.049,49.744,5.981,20.447
0.319,0.551,-1.002,39.673,-2.014,15.076
0.272,0.588,-0.833,26.978,-13.428,6.531
0.216,0.590,-0.744,23.804,-21.545,1.038
0.198,0.541,-0.759,29.358,-19.409,2.319
0.202,0.542,-0.780,33.203,-11.230,6.592
0.214,0.537,-0.803,35.217,-6.714,9.644
0.254,0.529,-0.783,36.011,-5.676,10.437
0.219,0.544,-0.746,35.278,-7.935,8.301
0.198,0.522,-0.792,38.696,-10.681,7.446
0.200,0.520,-0.928,40.649,-7.874,9.155
0.241,0.530,-1.069,38.147,-1.465,11.353
0.351,0.513,-1.104,31.006,3.662,10.986
0.317,0.536,-0.904,17.090,-0.977,2.808
0.236,0.585,-0.649,7.935,-14.648,-5.737
0.128,0.572,-0.504,12.573,-23.987,-8.789
0.015,0.559,-0.493,22.827,-23.132,-5.737
-0.009,0.545,-0.567,34.180,-13.489,3.113
0.029,0.533,-0.705,44.800,-2.014,13.062
0.123,0.507,-0.907,52.795,7.263,22.156
0.261,0.472,-1.064,53.650,16.052,27.100
0.401,0.461,-1.097,45.410,19.653,25.146
0.401,0.498,-0.952,31.372,9.827,14.709
0.265,0.520,-0.771,22.583,-10.132,2.441
0.182,0.503,-0.679,24.109,-20.996,-2.441
0.111,0.499,-0.675,31.067,-15.442,-0.061
0.111,0.497,-0.746,39.551,-3.601,5.920
0.173,0.487,-0.885,48.035,5.920,13.000
0.246,0.465,-1.056,53.040,11.963,17.273
0.332,0.446,-1.189,49.500,16.479,18.494
0.414,0.440,-1.224,37.964,16.541,15.686
0.399,0.422,-1.185,23.926,8.240,8.118
0.366,0.495,-1.091,10.437,-2.808,0.183
0.314,0.465,-0.900,3.174,-11.047,-7.629
0.227,0.501,-0.767,0.000,-16.846,-12.634
0.140,0.498,-0.684,4.150,-20.691,-12.695
0.103,0.494,-0.691,12.451,-19.348,-9.033
0.106,0.484,-0.705,19.958,-14.343,-4.150
0.126,0.447,-0.717,25.879,-9.827,-1.404
0.123,0.428,-0.712,28.564,-10.254,0.122
0.114,0.423,-0.720,30.457,-13.123,2.075
0.116,0.392,-0.785,34.912,-11.108,4.456
0.149,0.378,-0.892,38.818,-1.465,8.667
0.195,0.374,-0.986,39.734,10.681,12.512
0.264,0.370,-1.063,39.673,16.724,14.404
0.328,0.369,-1.062,35.400,13.794,13.123
0.319,0.383,-0.984,27.710,2.197,7.385
0.270,0.375,-0.874,22.949,-10.864,1.404
0.229,0.384,-0.809,21.790,-15.198,-1.648
0.173,0.373,-0.796,24.170,-13.550,-1.587
0.175,0.365,-0.859,28.137,-4.761,2.686
0.226,0.362,-0.949,31.189,6.287,8.179
0.277,0.349,-1.055,32.104,13.550,10.742
0.335,0.346,-1.120,27.710,15.320,10.681
0.362,0.350,-1.098,19.043,11.108,6.409
0.340,0.343,-0.997,10.010,0.122,-0.793
0.274,0.371,-0.860,3.418,-11.841,-7.263
0.194,0.378,-0.781,2.808,-17.395,-10.254
0.134,0.373,-0.768,6.714,-14.526,-8.606
0.129,0.376,-0.821,12.939,-5.005,-2.991
0.176,0.369,-0.902,19.836,3.967,3.174
0.222,0.365,-0.976,24.597,7.202,6.775
0.253,0.357,-1.033,27.344,5.615,7.263
0.263,0.348,-1.059,26.611,1.465,5.859
0.267,0.323,-1.046,22.522,-4.578,3.601
0.249,0.332,-1.021,16.357,-9.888,1.038
0.224,0.340,-0.985,10.437,-12.390,-0.122
0.223,0.352,-0.933,7.446,-12.146,0.488
0.215,0.358,-0.900,6.653,-11.597,1.099
0.216,0.343,-0.906,8.301,-11.292,2.136
0.240,0.332,-0.901,9.094,-9.033,3.418
0.267,0.327,-0.890,8.118,-6.714,2.808
0.287,0.314,-0.881,6.775,-6.165,0.183
0.278,0.311,-0.865,4.150,-7.935,-2.869
0.248,0.315,-0.837,2.563,-10.925,-5.005
0.218,0.309,-0.829,3.662,-13.672,-5.127
0.205,0.305,-0.858,6.348,-13.672,-3.662
0.203,0.305,-0.890,8.789,-9.399,-2.258
0.203,0.300,-0.912,10.010,-4.822,-1.465
0.215,0.302,-0.928,10.376,-3.357,-0.732
0.239,0.306,-0.919,9.705,-4.517,-0.183
0.244,0.307,-0.898,8.789,-6.165,-0.854
0.233,0.301,-0.896,8.362,-6.836,-1.648

-0.679,-0.310,2.288,24.231,-12.207,-24.170
-0.865,-0.436,2.725,66.650,-32.227,-19.531
-1.010,-0.585,2.920,126.404,-51.880,-3.906
-1.074,-0.629,2.902,189.880,-63.416,25.391
-1.037,-0.680,2.567,255.737,-56.641,63.293
-1.004,-0.874,2.047,316.162,-27.527,107.117
-0.791,-0.815,1.336,346.375,7.202,149.414
-0.649,-0.694,0.628,358.215,30.762,190.552
-0.539,-0.531,0.025,368.347,38.330,214.172
-0.449,-0.368,-0.429,367.371,47.607,218.140
-0.399,-0.113,-0.558,354.431,55.359,212.219
-0.382,0.101,-0.599,341.919,58.533,208.008
-0.353,0.188,-0.587,341.675,58.716,210.510
-0.276,0.253,-0.705,348.267,59.570,219.666
-0.133,0.266,-0.885,356.201,63.110,236.572
0.104,0.236,-1.036,356.689,80.322,257.751
0.482,0.195,-1.160,346.130,90.820,276.855
0.772,0.232,-1.206,321.106,68.787,277.588
0.967,0.260,-1.313,294.128,15.137,256.104
1.006,0.286,-1.401,265.503,-42.542,221.558
0.901,0.338,-1.328,233.093,-86.121,174.438
0.702,0.307,-1.308,215.881,-90.576,137.024
0.663,0.295,-1.300,207.642,-45.715,124.878
0.804,0.272,-1.410,205.383,8.606,134.521
1.151,0.375,-1.664,203.308,35.400,140.015
1.388,0.399,-1.958,189.575,27.832,133.179
1.378,0.508,-1.985,146.484,-8.850,94.849
1.095,0.575,-1.742,93.323,-51.392,46.936
0.787,0.607,-1.291,53.040,-88.318,8.728
0.508,0.640,-0.904,35.645,-108.154,-8.850
0.311,0.657,-0.669,41.626,-99.243,-8.240
0.255,0.666,-0.608,59.875,-71.899,4.761
0.274,0.673,-0.733,79.468,-37.903,21.484
0.356,0.663,-0.857,88.623,-8.057,32.288
0.431,0.629,-0.948,93.079,-0.061,36.255
0.458,0.624,-0.919,84.167,-11.719,30.334
0.362,0.611,-0.811,72.571,-30.579,18.616
0.282,0.592,-0.748,69.702,-41.016,11.536
0.203,0.548,-0.709,73.547,-35.889,10.071
0.162,0.528,-0.749,79.834,-24.109,14.404
0.211,0.487,-0.829,90.759,-12.146,24.597
0.302,0.481,-0.898,98.694,-3.174,32.776
0.315,0.443,-1.009,103.333,-3.479,35.339
0.332,0.403,-1.143,101.135,-7.568,38.391
0.392,0.420,-1.185,88.013,-10.315,40.894
0.451,0.430,-1.163,71.594,-13.977,36.743
0.469,0.435,-1.090,53.528,-19.104,26.794
0.426,0.472,-0.923,34.790,-27.832,15.442
0.340,0.486,-0.784,25.635,-34.302,6.104
0.236,0.466,-0.691,27.405,-33.142,1.465
0.215,0.411,-0.686,37.292,-22.095,5.066
0.294,0.384,-0.775,52.673,-5.066,15.198
0.387,0.391,-0.904,63.293,6.592,21.912
0.425,0.336,-1.062,70.129,8.179,22.949
0.433,0.325,-1.188,64.636,4.333,22.400
0.445,0.308,-1.250,51.453,-0.671,20.508
0.452,0.321,-1.205,33.264,-5.981,16.785
0.426,0.363,-1.058,13.855,-11.780,10.498
0.374,0.365,-0.969,6.653,-14.893,4.333
0.335,0.375,-0.933,8.240,-10.559,2.747
0.312,0.391,-0.902,11.475,-3.723,5.981
0.331,0.397,-0.910,16.235,-0.732,11.169
0.382,0.401,-0.924,18.982,-1.160,14.832
0.413,0.401,-0.934,17.578,-3.052,14.160
0.431,0.396,-0.924,13.428,-5.676,10.437
0.430,0.392,-0.864,6.653,-8.850,4.272
0.365,0.381,-0.787,1.465,-13.733,-3.235
0.293,0.342,-0.761,2.686,-15.320,-6.714
0.286,0.319,-0.789,10.193,-9.888,-3.113
0.319,0.310,-0.865,18.433,-2.014,2.686
0.354,0.299,-0.952,24.841,2.930,6.897
0.391,0.290,-1.043,28.381,4.333,9.094
0.434,0.294,-1.134,26.550,1.770,9.033
0.468,0.310,-1.143,16.968,-3.540,4.700
0.442,0.328,-1.053,3.479,-9.460,-3.052
0.390,0.351,-0.913,-7.751,-13.977,-10.315
0.315,0.354,-0.811,-11.230,-16.357,-13.733
0.261,0.348,-0.780,-7.690,-14.648,-12.268
0.252,0.343,-0.802,-0.854,-6.958,-7.263
0.287,0.339,-0.849,5.249,0.854,-1.892
0.328,0.318,-0.905,8.850,2.747,0.854
0.361,0.310,-0.911,7.324,-0.854,0.366
0.362,0.319,-0.864,2.258,-6.653,-2.625
0.329,0.326,-0.803,-0.610,-10.925,-6.287
0.303,0.321,-0.765,-1.160,-11.719,-7.874
0.266,0.333,-0.736,-0.366,-10.620,-7.019
0.259,0.318,-0.743,4.639,-8.057,-3.723
0.281,0.312,-0.812,12.451,-3.235,0.549
0.323,0.302,-0.885,17.883,0.305,3.967
0.373,0.299,-0.913,18.127,-0.549,4.944
0.390,0.313,-0.884,14.832,-5.676,2.319
0.354,0.312,-0.871,13.306,-11.719,-1.221
0.315,0.306,-0.884,12.817,-12.695,-2.808
0.308,0.309,-0.913,11.719,-7.385,-1.831
0.324,0.312,-0.957,10.071,-1.099,-0.610
0.360,0.320,-0.998,8.118,2.258,-0.061
0.395,0.320,-1.016,5.676,1.526,-0.916
0.398,0.336,-0.978,1.770,-1.770,-3.235
0.364,0.358,-0.893,-1.282,-7.996,-5.798
0.322,0.360,-0.815,-0.488,-14.954,-7.690
0.286,0.351,-0.782,3.174,-17.334,-7.629
0.269,0.327,-0.794,8.850,-14.709,-5.859
0.275,0.301,-0.855,14.160,-8.179,-3.235
0.297,0.283,-0.919,15.869,-1.648,-1.038
0.329,0.267,-0.947,14.282,1.038,0.366
0.354,0.274,-0.904,9.766,-2.563,0.000
0.325,0.296,-0.826,5.615,-10.559,-1.831
0.291,0.301,-0.773,6.775,-16.724,-3.113
0.274,0.313,-0.763,10.803,-16.968,-2.136
0.279,0.302,-0.805,16.846,-12.390,0.183
0.308,0.300,-0.888,21.790,-5.798,2.197
0.334,0.291,-0.961,22.339,-1.526,2.625
0.358,0.284,-0.993,18.799,-1.221,1.221
0.353,0.284,-0.984,13.062,-4.883,-1.221
0.330,0.280,-0.969,9.644,-9.277,-3.296
0.330,0.280,-0.981,9.399,-10.010,-3.357
0.338,0.292,-1.019,9.460,-7.629,-1.831
0.351,0.284,-1.065,7.568,-3.723,-0.427
0.371,0.287,-1.038,1.160,-1.221,-1.038

-0.892,-0.506,2.442,49.316,-52.368,-35.156
-1.044,-0.772,2.913,98.938,-80.200,-22.522
-1.123,-0.884,3.103,155.396,-90.820,-2.197
-1.123,-0.835,3.041,219.971,-80.322,28.748
-1.226,-0.939,2.718,294.250,-55.298,69.092
-1.205,-0.984,2.200,351.624,-8.911,118.652
-0.965,-0.870,1.398,394.958,48.584,171.021
-0.774,-0.825,0.560,440.002,94.849,219.177
-0.552,-0.701,-0.169,467.407,109.863,254.456
-0.278,-0.566,-0.569,470.459,101.501,275.818
-0.044,-0.374,-0.662,458.618,77.454,274.170
0.183,-0.324,-0.689,439.880,38.391,245.422
0.205,-0.195,-0.644,411.377,-14.343,202.454
0.055,-0.076,-0.822,394.287,-61.035,164.673
0.046,-0.093,-1.339,397.461,-64.270,151.367
0.093,-0.044,-1.900,385.803,-10.742,156.067
0.456,0.039,-2.185,340.759,66.589,163.025
0.838,0.334,-2.092,268.799,118.713,166.016
0.986,0.534,-1.676,207.520,104.248,145.081
0.932,0.626,-0.972,173.523,22.644,112.000
0.625,0.547,-0.800,202.271,-68.054,84.167
0.455,0.465,-0.827,229.065,-107.300,71.960
0.315,0.363,-1.067,256.592,-80.017,81.299
0.386,0.330,-1.340,262.817,-27.283,97.595
0.550,0.371,-1.470,253.052,17.944,110.291
0.679,0.430,-1.528,226.074,35.645,103.149
0.730,0.454,-1.623,197.449,28.564,85.449
0.686,0.454,-1.587,165.344,16.663,59.692
0.632,0.488,-1.434,133.057,2.319,39.551
0.494,0.536,-1.072,103.638,-15.808,23.987
0.302,0.545,-0.964,96.680,-38.574,13.977
0.113,0.595,-0.697,92.224,-52.734,12.390
0.048,0.528,-0.755,109.802,-57.129,23.071
0.090,0.394,-1.008,132.996,-27.527,29.541
0.184,0.350,-1.274,143.005,20.203,37.781
0.348,0.339,-1.478,140.381,54.443,41.443
0.439,0.365,-1.569,123.413,51.331,36.011
0.373,0.405,-1.404,92.651,10.559,24.536
0.284,0.459,-1.134,65.796,-38.269,14.465
0.132,0.456,-0.894,51.575,-69.824,7.996
0.010,0.426,-0.699,49.255,-71.106,8.667
0.041,0.369,-0.743,64.453,-35.645,16.357
0.140,0.357,-0.920,84.167,12.329,24.414
0.258,0.316,-1.140,96.558,42.786,28.381
0.353,0.280,-1.304,96.985,44.739,26.306
0.364,0.263,-1.362,82.581,19.958,20.996
0.338,0.272,-1.317,61.646,-9.277,14.404
0.310,0.298,-1.200,42.419,-25.269,8.301
0.260,0.325,-1.113,31.921,-24.597,3.784
0.239,0.351,-1.092,30.273,-9.399,2.380
0.236,0.360,-1.110,31.982,7.202,3.296
0.267,0.344,-1.190,37.292,14.954,5.615
0.305,0.334,-1.251,39.429,13.000,6.409
0.316,0.297,-1.288,37.476,3.479,3.845
0.329,0.273,-1.276,31.677,-6.653,0.366
0.311,0.278,-1.151,19.592,-15.015,-3.845
0.227,0.255,-1.023,9.033,-21.851,-7.751
0.173,0.298,-0.906,0.549,-22.766,-7.568
0.123,0.286,-0.803,-0.244,-19.836,-5.859
0.120,0.271,-0.804,6.165,-13.611,-1.953
0.151,0.273,-0.811,11.169,-6.409,2.686
0.170,0.263,-0.847,15.564,-3.479,4.089
0.203,0.254,-0.892,18.860,-3.784,3.845
0.213,0.261,-0.858,17.273,-6.531,2.991
0.183,0.255,-0.825,16.113,-11.292,0.977
0.171,0.243,-0.839,18.860,-11.658,0.977
0.163,0.238,-0.885,21.606,-6.470,2.686
0.165,0.225,-0.937,24.048,-0.427,5.676
0.209,0.224,-0.993,25.085,2.258,9.766
0.248,0.256,-0.998,22.156,-0.427,11.169
0.250,0.262,-1.039,20.874,-6.714,7.690
0.249,0.252,-1.069,18.860,-8.362,3.479
0.245,0.259,-1.043,13.184,-6.165,0.061
0.231,0.255,-1.035,10.437,-4.944,-2.747
0.217,0.240,-1.029,9.705,-5.432,-3.601
0.197,0.230,-1.024,9.399,-6.592,-2.686
0.203,0.222,-1.028,10.742,-7.324,-0.488
0.200,0.221,-1.015,10.315,-7.935,1.343
0.199,0.233,-0.983,7.019,-7.629,2.136
0.207,0.241,-0.913,3.296,-6.836,2.197
0.204,0.252,-0.843,1.038,-6.348,1.160
0.188,0.248,-0.796,1.709,-6.042,-0.610
0.184,0.233,-0.800,5.432,-5.249,-1.038
0.184,0.227,-0.831,9.460,-3.723,-0.427
0.175,0.206,-0.882,12.756,-3.113,-0.305
0.174,0.198,-0.925,14.954,-3.296,0.427
0.184,0.197,-0.965,17.029,-4.150,1.709
0.206,0.209,-1.018,18.799,-4.150,2.258
0.230,0.220,-1.069,18.127,-3.052,1.831
0.250,0.237,-1.076,14.099,-2.380,0.427
0.255,0.255,-1.045,8.545,-3.906,-1.709
0.240,0.244,-0.995,3.357,-7.263,-4.028
0.226,0.245,-0.928,-0.427,-8.545,-5.554
0.181,0.237,-0.872,-1.099,-7.935,-6.714
0.155,0.219,-0.866,2.930,-6.592,-5.066
0.173,0.204,-0.908,7.935,-4.578,-1.282
0.199,0.197,-0.959,10.315,-2.991,1.221
0.228,0.196,-0.987,9.766,-2.197,1.221
0.245,0.196,-0.996,7.751,-3.052,-0.305
0.243,0.212,-0.981,4.578,-4.883,-2.502
0.221,0.214,-0.948,1.953,-6.958,-4.944
0.203,0.209,-0.957,2.441,-7.935,-5.981
0.194,0.210,-0.983,3.052,-6.714,-5.371
0.184,0.211,-0.984,2.136,-4.272,-5.066
0.186,0.211,-0.966,1.221,-3.479,-4.272
0.195,0.220,-0.967,1.709,-5.127,-3.479
0.201,0.235,-0.946,1.343,-6.897,-3.479
0.189,0.242,-0.908,0.488,-8.423,-4.272
0.180,0.228,-0.908,1.831,-9.216,-4.517
0.182,0.213,-0.927,3.235,-6.531,-3.784
0.198,0.210,-0.954,3.906,-2.197,-3.296
0.211,0.202,-0.995,4.272,-0.427,-3.174
0.228,0.202,-1.015,2.808,-1.465,-2.991
0.234,0.209,-1.005,0.122,-3.357,-3.784
0.232,0.218,-0.966,-2.075,-5.859,-5.188
0.218,0.225,-0.933,-2.869,-9.888,-6.348
0.209,0.224,-0.924,-1.343,-13.550,-6.592
0.208,0.223,-0.918,-0.671,-13.184,-6.714
0.192,0.214,-0.924,0.244,-8.484,-7.996

-0.750,-0.224,2.081,108.948,-23.865,5.188
-0.824,-0.316,2.108,154.907,-39.551,10.376
-0.843,-0.361,2.005,203.613,-51.819,21.423
-0.847,-0.400,1.798,251.038,-53.162,39.429
-0.854,-0.411,1.542,294.800,-43.579,61.218
-0.822,-0.462,1.266,331.421,-23.499,87.219
-0.773,-0.448,0.947,358.948,3.296,113.770
-0.678,-0.393,0.573,380.310,33.142,137.695
-0.637,-0.344,0.164,394.226,54.932,159.058
-0.462,-0.245,-0.271,399.902,67.444,179.138
-0.334,-0.185,-0.607,402.344,69.702,197.571
-0.141,-0.194,-0.951,391.174,55.603,205.261
0.024,-0.039,-1.153,367.920,33.508,197.632
0.008,0.131,-1.338,346.497,9.827,184.631
0.047,0.103,-1.451,331.238,1.038,179.749
0.168,0.250,-1.389,302.917,18.250,177.185
0.326,0.320,-1.221,279.846,40.039,175.415
0.521,0.347,-0.869,265.808,39.063,170.227
0.563,0.405,-0.915,277.527,12.451,161.011
0.594,0.351,-0.858,292.419,-10.071,143.372
0.521,0.271,-0.976,304.382,-17.639,136.597
0.498,0.185,-1.060,318.115,-4.883,136.536
0.551,0.102,-1.155,333.435,22.095,139.526
0.642,-0.028,-1.474,343.750,46.631,142.578
0.902,-0.022,-1.940,328.857,62.378,147.644
1.192,0.062,-2.279,283.325,63.660,135.742
1.161,0.198,-2.334,212.463,39.368,97.107
0.977,0.229,-2.149,148.682,-0.793,56.824
0.736,0.272,-1.790,103.760,-35.889,30.945
0.596,0.321,-1.540,87.158,-63.110,22.156
0.515,0.425,-1.296,78.674,-74.341,21.057
0.468,0.459,-1.212,87.036,-70.435,18.982
0.303,0.484,-1.138,88.989,-54.504,8.667
0.184,0.458,-1.101,88.745,-35.828,5.432
0.142,0.482,-1.031,82.275,-18.738,6.958
0.089,0.455,-1.026,76.477,-13.855,7.690
0.043,0.470,-0.988,71.350,-16.846,10.132
-0.029,0.454,-0.915,65.674,-25.269,12.207
-0.095,0.364,-0.886,66.284,-29.724,15.686
-0.046,0.310,-0.916,70.129,-21.423,22.888
0.037,0.285,-0.970,73.486,-7.202,28.564
0.098,0.282,-0.992,73.181,0.916,29.663
0.097,0.252,-0.977,71.228,-1.343,28.687
0.132,0.206,-1.012,73.730,-6.531,29.541
0.181,0.203,-1.083,75.073,-6.042,30.029
0.176,0.197,-1.104,70.679,-6.348,27.466
0.188,0.191,-1.110,63.904,-10.315,26.306
0.191,0.203,-1.048,52.429,-15.869,25.146
0.196,0.208,-0.975,41.870,-21.729,23.376
0.195,0.174,-0.927,38.147,-22.766,21.362
0.221,0.128,-0.941,40.527,-16.052,20.813
0.264,0.083,-1.029,46.143,-3.662,20.691
0.304,0.055,-1.172,49.866,5.737,20.142
0.358,0.019,-1.306,51.025,8.301,18.860
0.411,0.019,-1.405,45.837,5.920,15.015
0.430,0.040,-1.426,33.997,-1.160,8.850
0.411,0.098,-1.293,14.404,-10.559,2.197
0.338,0.154,-1.081,-3.235,-21.912,-5.249
0.236,0.196,-0.912,-9.644,-30.090,-9.949
0.125,0.241,-0.745,-9.888,-33.325,-9.521
0.085,0.253,-0.697,-0.488,-31.311,-5.005
0.072,0.245,-0.747,12.573,-22.949,-1.221
0.074,0.213,-0.850,23.865,-10.742,0.366
0.081,0.165,-0.983,31.006,-0.244,0.854
0.119,0.143,-1.099,31.311,3.967,2.563
0.164,0.144,-1.125,24.170,0.916,2.808
0.155,0.137,-1.067,15.015,-7.751,0.305
0.130,0.132,-0.984,7.263,-14.343,-1.526
0.099,0.109,-0.930,6.287,-13.000,-0.671
0.113,0.107,-0.959,11.658,-6.042,2.869
0.152,0.108,-1.013,16.663,-1.160,6.287
0.174,0.102,-1.064,18.738,-0.854,6.653
0.199,0.099,-1.082,16.907,-1.404,5.798
0.233,0.101,-1.041,11.719,-2.258,4.150
0.231,0.122,-0.973,6.531,-7.141,1.770
0.228,0.137,-0.895,2.808,-13.367,0.183
0.215,0.149,-0.820,1.587,-15.076,-1.526
0.183,0.153,-0.778,4.578,-11.108,-2.747
0.163,0.156,-0.791,11.658,-4.639,-2.136
0.162,0.156,-0.868,20.020,-0.366,-0.122
0.169,0.139,-0.959,25.208,1.221,1.587
0.176,0.125,-1.005,25.391,1.404,2.136
0.177,0.088,-1.075,25.696,0.916,1.221
0.200,0.077,-1.138,24.109,2.441,0.488
0.201,0.079,-1.176,19.714,2.197,-1.343
0.183,0.064,-1.214,15.015,-1.282,-3.418
0.188,0.063,-1.229,8.789,-3.357,-4.150
0.176,0.074,-1.186,0.305,-3.296,-5.249
0.150,0.072,-1.108,-5.798,-4.333,-6.958
0.127,0.074,-1.061,-7.324,-6.531,-6.348
0.134,0.099,-1.022,-8.667,-7.263,-3.601
0.148,0.110,-0.984,-10.010,-6.836,-2.014
0.157,0.109,-0.941,-10.620,-6.348,-2.258
0.166,0.113,-0.910,-10.010,-5.188,-3.113
0.175,0.104,-0.889,-8.850,-3.601,-3.967
0.183,0.105,-0.896,-6.348,-2.258,-4.578
0.193,0.109,-0.897,-4.333,-1.221,-4.700
0.185,0.106,-0.891,-3.418,-2.136,-4.883
0.179,0.116,-0.873,-3.052,-4.272,-4.456
0.177,0.109,-0.870,-1.343,-5.432,-4.028
0.173,0.094,-0.894,1.465,-5.127,-4.333
0.189,0.109,-0.929,3.357,-3.235,-4.150
0.184,0.105,-0.944,3.723,-2.930,-5.188
0.171,0.104,-0.939,2.563,-3.601,-5.920
