aX,aY,aZ,gX,gY,gZ
-0.253,0.070,0.953,-3.052,-4.944,-7.019
-0.288,0.074,0.988,-3.906,-12.268,-5.920
-0.310,0.085,1.018,-3.235,-15.320,-4.578
-0.306,0.088,1.034,-0.854,-10.742,-2.747
-0.277,0.079,1.035,2.441,-3.296,-1.526
-0.248,0.069,1.029,5.371,2.197,-1.038
-0.229,0.062,1.005,7.812,3.601,-1.160
-0.242,0.056,0.978,8.972,1.465,-1.465
-0.274,0.051,0.950,9.033,-2.686,-1.709
-0.313,0.047,0.935,7.874,-4.944,-1.648

1.406,0.991,1.215,-53.528,-81.360,66.101
2.297,1.167,1.603,-49.622,-78.064,76.416
3.292,1.339,1.837,-29.602,-60.425,78.918
3.986,1.385,1.724,13.550,-42.114,68.054
3.998,1.171,1.328,84.106,-59.204,42.603
3.998,0.779,0.470,166.931,-94.421,6.531
3.998,0.158,-0.828,168.457,-149.841,-62.073
3.998,-0.565,-1.613,42.175,-164.795,-217.529
3.998,-1.406,-1.914,-139.465,-90.576,-436.646
3.564,-2.569,-1.625,-287.170,-44.617,-640.381
1.500,-3.895,-1.018,-398.804,-74.951,-761.292
-2.807,-4.000,-0.265,-439.514,-153.992,-790.161
-4.000,-4.000,1.239,-402.527,-239.807,-677.368
-4.000,-3.982,3.882,-432.007,-267.761,-434.204
-4.000,-2.930,4.000,-382.263,-185.303,-242.004
-4.000,-2.076,4.000,-164.551,-69.031,-108.154
-2.609,-1.854,3.750,-62.622,-15.442,-21.423
-1.154,-1.127,2.510,-40.527,3.784,20.752
-0.255,-0.561,1.605,-0.977,13.733,28.564
-0.026,-0.275,0.756,45.288,41.809,19.775
-0.135,-0.165,0.135,56.152,68.481,10.071
-0.135,-0.163,-0.265,41.565,67.078,22.339
-0.307,-0.340,-0.013,19.043,47.363,32.593
-0.306,-0.199,0.594,-10.193,9.766,18.982
0.073,0.049,0.886,-22.583,-11.536,8.789
0.259,-0.089,0.979,-14.038,2.075,6.287
0.146,-0.195,1.095,-6.104,7.751,-10.376
-0.167,-0.162,1.118,3.418,-11.719,-28.625
-0.510,-0.169,1.152,11.169,-27.039,-34.058
-0.699,-0.180,1.107,20.569,-22.705,-26.733
-0.701,-0.164,1.037,25.208,-7.751,-13.000
-0.570,-0.102,0.999,21.851,4.639,2.502
-0.292,0.014,0.942,20.508,11.658,15.869
0.061,0.031,0.883,21.301,20.081,24.353
0.329,0.030,0.868,18.799,25.452,21.545
0.391,0.072,0.877,12.390,13.733,7.141
0.247,0.089,0.903,9.277,-5.737,-9.583
0.014,0.099,0.941,7.385,-16.968,-22.339
-0.253,0.087,0.996,5.676,-18.921,-29.663
-0.414,0.079,1.072,4.639,-16.418,-29.541
-0.479,0.112,1.157,2.808,-13.672,-23.193
-0.363,0.164,1.244,2.380,-10.925,-12.512
-0.173,0.166,1.230,7.446,-0.671,-3.357
-0.030,0.155,1.172,9.155,10.742,-2.380
-0.001,0.130,1.046,10.254,11.841,-6.348
-0.153,0.075,0.964,10.925,-0.793,-11.353
-0.360,0.036,0.942,8.911,-13.489,-13.611
-0.450,0.038,0.948,6.592,-11.902,-9.766
-0.350,0.060,0.893,6.348,-0.732,-4.333
-0.238,0.049,0.842,6.958,10.437,0.610
-0.100,0.053,0.827,5.371,12.146,2.441
-0.002,0.061,0.813,3.357,12.207,1.709
-0.021,0.042,0.766,2.991,10.742,-4.150
-0.119,0.023,0.741,1.526,1.709,-10.132
-0.202,0.022,0.739,-1.282,-10.437,-13.611
-0.300,0.020,0.787,-4.150,-14.343,-15.808
-0.318,0.023,0.842,-7.996,-12.817,-14.099
-0.295,0.051,0.905,-10.498,-9.094,-11.108
-0.277,0.056,0.959,-10.681,-5.676,-8.423
-0.210,0.065,0.986,-10.315,-3.662,-5.005
-0.186,0.050,0.982,-8.545,-1.099,-4.272
-0.209,0.040,1.021,-8.789,1.160,-6.714
-0.215,0.054,1.042,-8.606,0.183,-8.484
-0.229,0.056,1.065,-6.470,-1.770,-8.057
-0.163,0.063,1.072,-4.028,-2.258,-6.409
-0.114,0.052,1.073,-0.427,1.709,-5.676
-0.111,0.035,1.066,2.319,3.235,-6.714
-0.162,0.024,1.060,4.028,0.244,-8.850
-0.190,0.019,1.051,4.578,-1.526,-10.010
-0.264,0.011,1.035,4.822,2.869,-10.742
-0.328,0.007,1.035,4.333,3.235,-10.376
-0.314,0.010,1.008,5.737,0.183,-6.226
-0.268,0.003,0.999,6.775,2.441,-2.258
-0.205,0.011,0.994,6.714,5.798,-0.366
-0.131,0.020,0.977,6.958,5.310,0.671
-0.113,0.002,0.943,7.202,3.174,-1.099
-0.171,0.007,0.932,5.005,0.305,-5.859
-0.237,0.036,0.937,2.075,-3.967,-8.667
-0.329,0.034,0.942,1.160,-6.714,-9.338
-0.374,0.043,0.958,-0.366,-6.226,-8.362
-0.308,0.066,0.960,-0.549,-3.052,-4.395
-0.234,0.050,0.941,1.709,2.441,-0.549
-0.176,0.048,0.941,1.709,4.272,-0.610
-0.127,0.064,0.948,0.916,3.479,-1.282
-0.156,0.051,0.979,0.305,2.747,-3.723
-0.171,0.067,1.003,-0.122,0.854,-6.226
-0.192,0.051,0.975,0.732,1.099,-7.446
-0.241,0.049,0.981,-0.183,1.587,-10.437
-0.268,0.067,0.986,-1.160,-1.282,-10.498
-0.314,0.050,0.999,0.000,-3.601,-8.728
-0.314,0.056,1.031,0.793,-4.028,-5.981
-0.271,0.067,1.022,3.174,-2.441,-2.441
-0.243,0.061,1.000,5.798,-0.549,-0.305
-0.218,0.057,0.976,6.165,0.061,0.183
-0.230,0.051,0.963,4.639,-0.610,-1.648
-0.265,0.068,0.984,1.648,-1.404,-4.150
-0.282,0.070,1.018,0.610,-2.258,-4.333
-0.291,0.060,1.026,1.587,-1.770,-3.052
-0.290,0.047,1.020,1.892,-0.854,-2.014
-0.278,0.069,1.018,2.136,-0.916,-1.587
-0.225,0.080,1.017,3.174,-1.465,0.000
-0.200,0.061,1.011,5.310,-0.366,0.977
-0.162,0.064,1.001,5.859,-0.244,0.366
-0.126,0.056,0.983,7.507,-1.160,0.244
-0.144,0.032,0.969,7.751,-1.709,-1.404
-0.182,0.009,0.964,5.554,-2.319,-3.723
-0.211,0.034,0.967,1.831,-1.587,-6.592
-0.275,0.023,0.977,0.977,-0.977,-8.057
-0.331,0.020,0.980,1.221,-3.052,-7.568
-0.341,0.032,0.978,1.221,-4.639,-5.310
-0.276,0.041,0.967,1.648,-3.540,-1.892
-0.177,0.047,0.944,2.075,-0.427,-0.183
-0.149,0.036,0.934,2.319,0.305,-1.160
-0.159,0.040,0.952,1.892,-3.174,-2.380
-0.221,0.037,0.982,1.038,-6.409,-4.517
-0.273,0.031,1.000,0.854,-5.676,-6.348
-0.287,0.037,0.989,1.709,-2.869,-5.981
-0.259,0.040,0.950,2.991,-1.404,-4.761
-0.230,0.030,0.915,3.418,-0.854,-4.028

1.607,0.932,1.233,-22.705,-36.011,69.214
2.693,1.019,1.386,7.874,-4.150,90.393
3.853,1.134,1.118,61.462,28.137,98.389
3.998,1.108,0.745,94.177,33.936,68.604
3.998,0.913,0.178,95.154,-17.944,-1.465
3.998,0.497,-0.151,51.331,-106.262,-107.361
3.998,-0.188,0.034,-32.532,-178.345,-233.887
3.998,-0.809,0.238,-114.868,-195.007,-360.107
3.912,-1.606,0.212,-171.936,-171.631,-474.670
2.054,-2.680,0.110,-209.351,-116.272,-566.162
-1.193,-3.578,0.393,-228.027,-70.923,-603.394
-3.775,-3.785,1.260,-217.651,-55.481,-539.307
-4.000,-3.240,1.498,-199.585,-67.993,-421.509
-4.000,-3.340,1.932,-212.708,-112.061,-343.506
-4.000,-2.491,2.691,-222.839,-119.446,-277.527
-4.000,-1.543,3.271,-190.491,-97.900,-212.463
-4.000,-1.130,2.923,-107.544,-59.509,-143.738
-2.895,-0.711,2.358,-56.396,2.502,-88.501
-1.443,-0.358,1.661,-7.385,69.153,-39.124
-0.295,-0.125,1.050,29.480,91.003,-16.418
0.332,0.029,0.513,44.617,55.603,-15.686
0.291,0.031,0.161,37.781,10.498,-25.085
-0.132,-0.105,0.218,12.939,-13.916,-34.058
-0.583,-0.171,0.515,-9.827,-18.982,-35.156
-0.679,-0.111,0.772,-22.522,-17.395,-33.630
-0.481,-0.067,0.964,-24.963,-6.409,-26.855
-0.228,-0.086,1.063,-20.447,-0.610,-21.423
-0.213,-0.112,1.129,-16.418,-9.766,-23.926
-0.288,-0.080,1.197,-12.817,-26.611,-26.794
-0.405,-0.049,1.186,-4.883,-30.273,-26.367
-0.434,-0.027,1.079,2.747,-14.954,-23.926
-0.348,-0.022,0.927,6.165,-0.305,-20.142
-0.290,0.025,0.869,4.517,-0.244,-18.738
-0.089,0.088,0.928,0.671,-5.249,-16.357
0.033,0.128,0.987,1.465,-0.488,-17.639
0.050,0.128,1.021,4.517,4.272,-21.790
-0.016,0.117,1.031,6.714,0.122,-24.902
-0.198,0.101,1.034,8.179,-6.165,-27.649
-0.390,0.071,1.027,9.094,-13.184,-26.245
-0.465,0.096,1.006,8.301,-18.616,-21.301
-0.466,0.131,0.980,6.592,-16.113,-15.686
-0.405,0.134,0.999,3.784,-10.071,-11.108
-0.224,0.169,1.020,1.099,-7.690,-7.935
-0.120,0.163,0.980,0.305,-8.301,-7.141
-0.086,0.119,0.986,-1.587,-13.184,-8.667
-0.079,0.114,0.978,-3.601,-23.743,-10.132
-0.132,0.082,0.984,-5.188,-31.860,-11.292
-0.232,0.047,1.015,-7.629,-33.325,-12.817
-0.219,0.042,1.041,-9.216,-26.489,-12.085
-0.127,0.034,1.042,-9.277,-9.460,-8.362
-0.052,0.025,0.982,-2.502,12.085,-8.179
-0.027,0.006,0.908,2.197,20.020,-10.559
-0.064,-0.005,0.874,-0.305,10.376,-10.681
-0.185,0.021,0.875,0.610,-2.563,-11.230
-0.320,0.025,0.914,0.366,-10.986,-9.460
-0.443,0.029,0.952,-0.854,-12.878,-6.897
-0.442,0.053,1.021,-3.418,-12.207,-3.845
-0.270,0.078,1.030,-3.479,-8.850,1.221
-0.079,0.073,1.034,-2.502,-0.305,2.686
-0.002,0.083,1.005,-1.770,6.653,-0.671
-0.023,0.073,1.050,-1.526,5.798,-4.395
-0.114,0.061,1.092,0.183,-0.183,-7.019
-0.222,0.051,1.157,2.563,-2.930,-8.179
-0.256,0.036,1.137,5.188,-2.319,-6.409
-0.231,0.023,1.084,6.042,-1.709,-4.761
-0.218,0.037,1.017,4.272,-3.845,-4.211
-0.211,0.049,1.008,0.854,-9.705,-2.747
-0.175,0.068,0.969,2.319,-11.292,-0.916
-0.174,0.046,0.960,2.686,-5.371,0.671
-0.134,0.043,0.994,2.686,-1.099,1.526
-0.094,0.046,0.978,3.845,0.366,2.319
-0.091,0.029,0.951,3.845,2.686,0.305
-0.124,0.039,0.927,2.502,0.854,-2.869
-0.123,0.044,0.909,1.648,-3.845,-3.906
-0.169,0.038,0.920,0.183,-5.066,-5.127
-0.192,0.054,0.939,-0.977,-4.395,-5.676
-0.230,0.053,0.964,-0.061,-4.578,-4.150
-0.263,0.041,0.978,0.732,-7.629,-1.770
-0.227,0.052,1.003,0.488,-9.888,0.610
-0.127,0.068,1.007,1.587,-6.592,2.625
-0.062,0.054,1.004,3.418,-0.488,2.502
-0.029,0.041,1.016,3.906,4.395,-0.244
-0.054,0.048,1.025,3.662,7.385,-5.371
-0.138,0.038,1.021,4.395,8.057,-9.521
-0.218,0.039,1.006,5.981,5.005,-9.766
-0.288,0.031,0.973,7.751,0.671,-7.751
-0.312,0.035,0.959,7.385,-0.549,-4.517
-0.263,0.067,0.964,6.042,-0.854,-1.648
-0.209,0.075,0.979,6.042,-1.282,0.427
-0.135,0.079,0.985,7.141,-0.916,1.343
-0.085,0.055,0.969,8.057,1.709,0.061
-0.083,0.059,0.926,6.287,4.211,-3.296
-0.125,0.080,0.913,3.418,2.136,-6.348
-0.221,0.066,0.926,1.770,-2.686,-8.301
-0.289,0.067,0.950,-0.549,-6.409,-8.545
-0.291,0.079,0.970,-1.160,-7.324,-6.653
-0.247,0.078,0.969,-0.183,-4.822,-4.150
-0.219,0.066,0.953,1.099,-1.465,-3.052
-0.222,0.069,0.951,0.977,0.000,-2.991
-0.239,0.068,0.970,0.854,0.244,-2.380
-0.260,0.075,1.002,1.160,-1.343,-1.709
-0.219,0.081,0.994,2.319,-2.136,-0.366
-0.197,0.061,0.989,4.028,-0.122,0.122
-0.151,0.069,0.979,4.639,1.221,0.122
-0.116,0.066,0.968,5.615,2.808,-0.977
-0.137,0.053,0.961,6.104,4.944,-3.357
-0.187,0.036,0.961,4.761,5.066,-5.615
-0.247,0.053,0.973,2.747,2.319,-7.141
-0.282,0.053,0.987,2.258,-1.343,-5.981
-0.291,0.052,0.973,2.747,-0.610,-4.089
-0.258,0.058,0.969,2.319,2.319,-2.136
-0.172,0.081,0.975,2.136,2.869,-0.488
-0.147,0.064,0.974,2.930,4.150,-0.732
-0.161,0.057,1.004,2.075,3.784,-2.991
-0.204,0.066,1.038,0.977,-1.465,-4.883
-0.255,0.052,1.050,1.282,-6.165,-5.249
-0.274,0.057,1.045,1.770,-5.310,-5.188
-0.266,0.070,1.007,2.991,-1.709,-4.333
-0.255,0.064,0.961,4.150,0.061,-2.808

2.165,1.430,1.201,-28.748,27.405,168.518
3.782,1.340,1.587,-7.263,58.411,241.638
3.998,1.218,1.359,95.947,64.453,273.865
3.998,0.896,0.255,243.042,19.043,218.750
3.998,0.090,-1.472,241.028,-69.702,93.750
3.998,-0.641,-2.069,58.838,-116.943,-113.342
3.998,-1.121,-1.712,-175.537,-79.712,-375.183
3.998,-1.739,-0.798,-361.328,-35.828,-601.807
2.537,-2.615,0.257,-432.129,-35.950,-776.794
-1.285,-4.000,0.566,-398.437,-7.507,-884.888
-4.000,-4.000,1.114,-310.730,4.150,-791.687
-4.000,-2.814,2.384,-302.795,-132.690,-439.392
-4.000,-2.666,3.830,-319.824,-280.640,-233.032
-3.860,-2.781,3.173,-203.857,-149.292,-193.604
-2.846,-2.044,2.716,-149.048,15.503,-150.024
-2.059,-1.548,2.590,-106.018,3.845,-102.478
-2.001,-1.006,2.215,-47.302,-41.931,-99.915
-1.589,-0.645,1.548,-0.671,-9.766,-76.599
-0.616,-0.515,0.578,38.208,64.087,-29.480
-0.220,-0.486,-0.110,48.401,98.877,-12.573
-0.483,-0.411,-0.232,22.095,65.063,-23.987
-0.862,-0.400,0.121,-4.395,7.141,-26.855
-0.822,-0.379,0.623,-20.935,-13.855,-17.578
-0.473,-0.285,0.909,-22.156,4.089,-7.935
-0.147,-0.302,1.045,-11.780,16.174,-2.686
-0.088,-0.298,1.086,-3.784,3.784,-8.118
-0.301,-0.302,1.146,5.249,-19.287,-16.663
-0.478,-0.303,1.160,14.954,-32.959,-19.348
-0.571,-0.294,1.091,23.437,-29.480,-14.893
-0.583,-0.282,0.999,27.222,-23.437,-7.568
-0.461,-0.203,0.932,26.306,-22.278,1.770
-0.186,-0.101,0.860,22.156,-15.930,10.010
0.045,-0.056,0.866,16.846,-2.258,12.695
0.232,-0.012,0.883,11.841,5.676,10.437
0.236,-0.008,0.961,8.118,5.859,2.502
0.060,-0.004,1.071,7.019,-0.916,-8.240
-0.128,-0.014,1.135,11.597,-8.301,-15.076
-0.227,-0.041,1.151,12.390,-9.460,-16.663
-0.301,-0.024,1.102,13.000,-5.737,-16.663
-0.299,-0.004,1.049,12.207,-5.005,-16.052
-0.247,0.014,1.039,10.376,-3.479,-13.733
-0.209,0.035,1.019,9.338,1.038,-13.123
-0.220,0.021,1.001,8.484,3.418,-14.404
-0.290,0.011,0.976,9.094,0.488,-14.954
-0.379,-0.014,0.967,11.292,-5.371,-13.306
-0.460,-0.031,0.926,13.611,-9.094,-9.949
-0.508,-0.043,0.877,12.939,-8.057,-6.165
-0.493,-0.029,0.867,10.559,-7.629,-1.709
-0.370,-0.022,0.897,8.850,-7.324,3.784
-0.187,-0.018,0.920,8.423,-3.540,8.057
-0.053,-0.004,0.937,7.507,2.136,6.897
-0.005,0.009,0.958,7.080,1.343,2.930
-0.009,0.018,0.916,9.155,-5.005,-1.038
-0.120,0.001,0.891,9.583,-10.010,-6.042
-0.256,-0.010,0.927,7.446,-13.794,-10.132
-0.324,-0.005,0.995,5.798,-14.771,-9.766
-0.316,-0.002,1.020,6.653,-11.475,-7.629
-0.249,0.022,0.983,6.836,-3.540,-5.981
-0.172,0.018,0.906,6.531,1.953,-5.920
-0.152,0.016,0.850,4.333,1.709,-7.629
-0.187,0.011,0.847,1.038,-2.014,-9.521
-0.246,-0.004,0.866,-1.221,-6.042,-10.193
-0.300,-0.011,0.925,-2.197,-8.240,-10.010
-0.320,-0.022,0.964,-1.770,-8.789,-8.545
-0.312,-0.028,0.979,-0.549,-6.653,-6.592
-0.288,-0.021,0.985,0.549,-3.723,-5.127
-0.263,-0.022,0.983,1.831,-1.160,-4.028
-0.230,-0.040,0.977,2.563,0.793,-3.601
-0.216,-0.033,0.971,2.319,1.038,-4.089
-0.196,-0.028,0.988,2.014,-1.648,-4.578
-0.175,-0.036,1.008,2.808,-2.441,-5.188
-0.201,-0.037,1.008,3.113,1.160,-7.385
-0.251,-0.026,1.009,3.479,2.258,-9.033
-0.292,-0.035,1.010,5.188,0.183,-8.118
-0.283,-0.032,0.976,6.042,-0.366,-6.104
-0.265,-0.022,0.930,5.066,0.305,-5.554
-0.256,-0.025,0.917,3.540,-0.671,-5.249
-0.261,-0.022,0.917,1.343,-3.113,-4.639
-0.290,-0.022,0.953,-0.183,-4.333,-5.127
-0.300,-0.019,0.981,0.000,-3.601,-4.517
-0.306,-0.027,0.983,1.709,-1.648,-2.869
-0.308,-0.021,0.964,3.113,0.610,-2.136
-0.318,-0.008,0.961,3.906,0.977,-2.075
-0.293,0.001,0.955,5.188,0.671,-0.854
-0.262,0.001,0.933,5.615,4.028,0.122
-0.254,0.006,0.924,4.639,6.409,-0.977
-0.265,-0.001,0.946,3.357,4.150,-1.465
-0.274,-0.011,0.979,2.319,0.122,-1.221
-0.295,0.002,1.014,1.892,-1.831,-0.977
-0.286,0.010,1.037,3.662,-1.953,-0.366
-0.259,0.005,1.017,6.348,0.549,1.221
-0.260,-0.003,1.005,7.080,4.333,0.732
-0.252,0.006,1.004,6.714,4.700,-0.366
-0.262,0.000,0.995,7.324,0.854,-0.793
-0.300,-0.018,0.983,6.958,-2.136,-0.916
-0.329,-0.021,1.001,5.310,-0.366,-1.160
-0.319,-0.001,1.020,5.066,0.916,-0.427
-0.263,-0.002,1.013,6.775,1.160,1.892
-0.226,0.003,1.001,8.240,3.601,2.258
-0.185,0.014,0.984,9.033,6.409,1.587
-0.200,-0.000,0.954,10.376,7.202,0.183
-0.248,-0.003,0.936,9.521,4.578,-1.587
-0.295,-0.005,0.946,7.812,1.648,-2.258
-0.309,-0.003,0.941,5.310,1.526,-2.014
-0.305,0.007,0.938,3.174,1.038,-1.221
-0.281,0.018,0.958,1.831,-2.747,-0.183
-0.248,0.027,0.983,1.465,-5.737,0.732
-0.235,0.027,1.010,1.953,-4.822,0.732
-0.229,0.028,1.025,3.479,-2.808,0.000
-0.250,0.018,1.012,5.127,-1.404,-1.160
-0.281,0.004,1.004,5.554,-0.366,-2.563
-0.326,0.011,0.989,4.639,-0.427,-4.211
-0.370,0.005,0.981,4.211,-3.052,-3.906
-0.380,0.001,0.984,4.333,-5.615,-1.831
-0.321,0.011,0.980,3.967,-5.859,0.610
-0.263,0.022,0.971,4.089,-4.761,1.648
-0.193,0.033,0.973,4.456,-3.784,1.953
-0.167,0.025,0.958,5.371,-1.465,0.732
-0.192,0.015,0.948,5.188,-0.244,-2.747

3.072,1.226,1.746,-51.697,-32.471,194.031
3.998,1.484,2.220,-11.047,12.146,240.417
3.998,1.846,1.000,141.235,50.720,222.046
3.998,1.327,-1.129,224.121,48.828,97.717
3.998,-0.009,-1.765,82.458,-31.982,-133.850
3.998,-0.469,-1.080,-125.977,-111.633,-384.338
3.998,-0.899,-0.337,-302.734,-166.382,-575.928
3.756,-1.655,0.612,-386.658,-194.946,-711.853
0.916,-2.709,0.778,-385.376,-115.295,-794.250
-3.843,-4.000,1.325,-300.842,7.812,-783.081
-4.000,-3.552,2.234,-216.431,-6.287,-566.650
-4.000,-3.317,3.016,-190.002,-148.193,-308.899
-4.000,-3.587,3.380,-149.658,-109.924,-198.059
-3.826,-2.617,2.721,-106.323,10.742,-147.217
-2.626,-2.090,2.551,-78.857,-18.616,-90.942
-2.216,-1.514,2.073,-30.579,-41.138,-70.740
-1.603,-0.977,1.428,2.380,-6.042,-53.955
-0.517,-0.753,0.486,42.603,73.059,-6.165
-0.018,-0.601,-0.278,51.697,126.038,0.366
-0.010,-0.385,-0.495,23.926,95.215,-8.423
-0.088,-0.310,-0.147,-1.404,16.785,-8.362
-0.126,-0.231,0.399,-23.376,-17.151,-6.775
0.199,-0.246,0.870,-27.588,-6.775,-5.249
0.288,-0.309,1.141,-18.372,-3.296,-15.076
0.016,-0.398,1.403,-6.226,-25.330,-33.752
-0.333,-0.374,1.556,8.057,-48.950,-46.204
-0.655,-0.345,1.555,20.813,-50.415,-49.744
-0.713,-0.299,1.411,31.006,-36.560,-39.917
-0.478,-0.255,1.208,34.790,-28.320,-21.790
-0.247,-0.247,0.987,32.532,-28.442,-10.681
-0.045,-0.209,0.824,22.827,-31.738,-6.409
0.116,-0.151,0.698,13.123,-26.733,-4.395
0.096,-0.113,0.654,8.667,-11.292,-8.118
-0.031,-0.089,0.724,5.432,1.343,-12.146
-0.067,-0.075,0.832,4.333,3.845,-14.893
-0.156,-0.073,0.844,6.409,2.563,-21.057
-0.248,-0.092,0.912,5.676,-4.395,-25.208
-0.314,-0.056,1.010,0.488,-14.832,-25.452
-0.470,-0.041,1.084,-0.488,-21.301,-23.560
-0.588,-0.033,1.163,0.305,-25.391,-17.395
-0.578,0.023,1.208,1.160,-22.034,-9.216
-0.426,0.043,1.195,4.883,-10.254,0.366
-0.172,0.077,1.131,9.155,4.272,7.629
0.028,0.088,1.014,12.024,16.907,7.996
0.058,0.048,0.946,11.902,18.494,2.869
-0.016,0.044,0.937,9.277,5.615,-3.601
-0.138,0.027,0.937,9.216,-5.127,-7.996
-0.218,-0.003,0.921,10.132,-6.714,-10.559
-0.280,-0.007,0.881,8.911,-5.676,-12.146
-0.311,-0.029,0.890,8.057,-6.104,-10.864
-0.258,-0.009,0.884,7.751,-4.944,-7.629
-0.204,-0.013,0.894,6.958,-1.892,-4.456
-0.116,-0.015,0.881,5.737,1.221,-1.953
-0.084,-0.029,0.900,4.700,2.136,-1.404
-0.125,-0.024,0.942,3.052,-3.357,-3.235
-0.197,-0.020,1.005,0.916,-9.216,-5.005
-0.288,-0.007,1.086,0.977,-10.315,-5.920
-0.296,0.006,1.097,3.845,-7.263,-4.395
-0.277,0.002,1.031,7.507,0.854,-1.709
-0.225,0.017,0.942,7.629,6.836,0.305
-0.171,0.013,0.855,8.667,10.376,1.038
-0.192,0.011,0.845,6.409,8.850,-0.366
-0.278,-0.001,0.928,2.136,0.183,-1.526
-0.330,0.000,1.022,0.244,-4.517,-0.366
-0.330,-0.012,1.109,0.916,-1.343,1.953
-0.245,-0.009,1.111,3.906,2.380,5.371
-0.201,-0.014,1.043,7.080,2.930,6.287
-0.152,-0.015,1.002,7.629,0.977,6.348
-0.086,0.012,0.964,6.592,0.427,5.005
-0.067,-0.006,0.942,5.859,1.770,2.747
-0.077,-0.009,0.934,3.357,1.282,-0.061
-0.108,-0.019,0.976,0.977,0.000,-2.563
-0.156,-0.020,1.015,-0.610,-1.282,-4.089
-0.215,-0.025,1.020,0.305,-2.136,-3.723
-0.229,-0.022,0.987,0.977,-2.258,-2.197
-0.207,-0.006,0.965,0.366,-0.671,-1.282
-0.199,-0.016,0.954,-0.183,1.038,-0.488
-0.235,-0.024,1.000,-1.099,-1.099,-0.854
-0.258,-0.018,1.064,-0.366,-5.005,-0.610
-0.264,-0.028,1.086,2.380,-6.165,0.427
-0.249,-0.015,1.072,4.822,-5.188,1.343
-0.235,-0.010,1.008,6.775,-4.456,1.831
-0.223,-0.016,0.959,6.653,-2.808,1.465
-0.199,-0.006,0.939,4.272,-1.770,0.549
-0.148,0.001,0.925,2.686,-2.747,0.122
-0.119,-0.009,0.922,1.282,-2.808,-0.793
-0.128,-0.010,0.960,0.244,-4.028,-1.770
-0.175,-0.008,0.988,0.977,-7.751,-2.014
-0.199,-0.006,0.992,2.075,-6.531,-1.831
-0.180,-0.001,0.966,3.174,-1.892,-1.343
-0.162,-0.009,0.941,3.906,0.244,-1.587
-0.174,-0.010,0.950,3.479,0.854,-3.052
-0.216,-0.013,0.968,3.174,-0.122,-4.517
-0.262,-0.016,0.967,3.601,-1.831,-5.371
-0.282,-0.015,0.979,3.052,-3.113,-4.944
-0.280,0.000,0.955,2.869,-2.563,-3.906
-0.281,0.013,0.965,2.686,-0.183,-3.113
-0.257,0.024,0.959,3.357,0.244,-1.099
-0.252,0.017,0.971,3.906,0.549,-0.305
-0.222,0.031,0.989,3.723,-0.244,0.183
-0.201,0.018,0.983,4.578,-0.977,0.610
-0.213,0.009,0.987,4.211,-1.892,-0.427
-0.234,0.013,0.996,2.991,-3.784,-1.404
-0.259,0.012,0.995,2.441,-4.395,-1.038
-0.273,0.014,0.990,1.709,-3.357,-0.793
-0.235,0.030,0.993,0.671,-2.441,-0.122
-0.207,0.015,0.989,0.244,-1.953,0.366
-0.205,0.008,1.008,-0.305,-2.380,-0.122
-0.203,0.014,1.020,0.305,-3.723,0.305
-0.218,0.006,1.018,1.953,-3.967,0.793
-0.222,0.009,1.000,3.052,-2.747,1.221
-0.186,0.013,0.969,3.601,-1.343,1.526
-0.164,0.003,0.933,3.113,0.366,0.610
-0.161,0.000,0.941,0.610,0.427,-1.648
-0.177,-0.000,0.961,-1.404,-2.441,-3.540
-0.199,-0.006,0.975,-2.930,-4.211,-4.211
-0.209,-0.002,0.981,-3.784,-3.906,-4.028
-0.206,-0.003,0.969,-3.723,-4.150,-3.296
-0.232,-0.001,0.966,-3.845,-4.944,-3.357

-0.918,-0.389,1.237,111.572,46.448,85.083
-0.901,-0.422,1.209,127.014,59.998,105.103
-0.864,-0.446,1.165,140.991,74.402,126.221
-0.766,-0.458,1.116,149.597,87.524,146.484
-0.651,-0.463,1.037,152.893,98.206,158.997
-0.560,-0.443,0.948,151.184,105.530,162.659
-0.512,-0.402,0.851,143.982,109.375,160.889
-0.496,-0.340,0.796,133.606,105.347,158.508
-0.488,-0.277,0.741,128.357,97.229,158.081
-0.513,-0.176,0.691,121.521,85.754,158.508
-0.473,-0.111,0.671,106.628,75.134,162.354
-0.499,-0.025,0.679,96.863,70.862,157.837
-0.489,0.097,0.670,84.900,73.975,156.433
-0.446,0.170,0.674,71.106,79.651,157.715
-0.373,0.266,0.645,60.852,86.304,156.311
-0.310,0.340,0.627,48.035,91.553,149.292
-0.257,0.417,0.615,34.363,93.140,140.930
-0.165,0.501,0.631,21.362,87.219,136.169
-0.024,0.607,0.647,9.766,73.853,133.606
0.097,0.686,0.675,0.427,55.359,127.075
0.167,0.760,0.690,-4.150,36.072,117.493
0.169,0.788,0.707,-7.080,17.517,107.239
0.140,0.787,0.734,-11.292,0.061,97.290
0.099,0.779,0.762,-16.418,-13.672,87.524
0.090,0.779,0.781,-22.827,-21.484,79.041
0.094,0.791,0.797,-28.137,-25.146,71.350
0.122,0.812,0.806,-30.273,-27.405,64.697
0.106,0.823,0.799,-30.334,-27.222,58.044
0.069,0.821,0.796,-29.907,-21.667,51.575
0.033,0.813,0.791,-26.917,-14.526,46.509
0.053,0.796,0.777,-22.217,-8.789,43.701
0.026,0.797,0.747,-16.357,-5.615,41.199
